timestamp,2023-04-01_KERAGHARI_WEATHER_STATION_1,,,KERAGHARI_WEATHER_STATION_2,,,RATAMATE_WEATHER_STATION_1,,,RATAMATE_WEATHER_STATION_2,,,HELIPAD_WEATHER_STATION_1,,,HELIPAD_WEATHER_STATION_2,,,FOREBAY_WEATHER_STATION_1,,,FOREBAY_WEATHER_STATION_2,,,STAFF_QUARTER_WEATHER_STATION_1,,,STAFF_QUARTER_WEATHER_STATION_2,,,COFFEE_AREA_1_WEATHER_STATION_1,,,COFFEE_AREA_1_WEATHER_STATION_2,,,COFFEE_AREA_2_WEATHER_STATION_1,,,COFFEE_AREA_2_WEATHER_STATION_2,,
,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max
15-06-2024 11:00,777.47,756.32,771.91,834.53,821.34,834.85,829.52,794.89,822.29,832.33,807.51,818.57,642.19,631.94,641.62,808.4,784.36,799.76,795.5,776.72,787.88,734.05,713.01,733.67,781.34,749.37,766.09,794.08,773.91,782.39,757.68,728.89,746.29,799.28,786.7,804.03,728.41,711.69,726.14,0,0,0
15-06-2024 12:00,815.65,809.09,821.82,856.34,846.84,859.74,863.03,855.23,870.59,836,840.62,859.85,663.21,652.71,670.81,834.8,827.29,844.3,805.59,801,819.19,764.85,778.43,791.26,811.06,818.73,831.28,820.18,815.88,832.48,750.33,777.63,790.28,796.64,803.61,822.26,742.46,744.6,760.22,0,0,0
15-06-2024 13:00,784.92,798.17,807.89,824.64,838.8,851.3,853,859.62,870.05,800.93,812.36,824.18,635.83,644.53,648.7,799.08,809.49,819.87,762.79,781.21,788.49,714.96,733.85,744.81,790.48,808.96,819.6,792.29,809.47,817.83,732.87,746.05,758.42,790.43,793.49,801.16,721.96,736,746.05,0,0,0
15-06-2024 14:00,716.44,716.04,728.1,766.6,763.26,776.37,797.74,797.74,819.49,712.74,728.96,750.35,595.69,589.17,603.8,738.07,745.88,760.71,721.57,715.09,730.68,673.22,683,716.17,734.97,754,792.48,734.96,748.78,779.55,643.29,669.64,693.04,704.74,723.41,746.36,641.66,663.41,688,0,0,0
15-06-2024 15:00,555.52,568.92,623.64,602.57,604.47,676.8,633.15,651.67,705.19,528.27,578.09,613.39,439.71,470,502.28,569.05,633.83,660.84,550.29,612.83,648.66,479.51,563.28,583.55,574.44,662.73,684.73,559.96,631.28,651.91,473.87,550.27,570.07,521.35,573.47,606.22,499.54,556.05,584.26,0,0,0
15-06-2024 16:00,393.19,415.96,438.52,443.7,461.15,472.94,469.97,487.95,509.41,206.24,222.72,272.52,324.3,337.9,360.1,430.45,460.1,496.39,409.85,444.48,478.74,352.1,391.98,415.23,458.35,491.01,525.6,436.34,469.47,506.9,365.85,407.28,442.81,397.85,410.54,434.66,396.46,413.48,437.3,0,0,0
15-06-2024 17:00,272.84,265.41,275.22,311.49,304.62,313.51,332.04,325.12,336.51,175.91,143.09,164.29,216.16,210.68,217.77,287.02,286.72,301.4,193.01,167.73,174.22,163.55,136.56,140.7,308.05,319.54,331.47,286.19,293.24,308.02,244.29,250.82,258.93,259,256.54,266.39,266.36,269.41,278.08,0,0,0
15-06-2024 18:00,77.4,98.48,119.31,92.82,111.08,132.9,88.18,130.66,159.35,63.27,87.66,103.16,58.79,73.97,88.76,75.87,108.71,124.85,70.61,100.85,116.65,58.23,90.28,104.49,81.96,124.94,145.76,78.04,111.78,129.06,69.85,106.52,127.69,73.73,92.57,107.96,75.51,114.83,140.45,0,0,0
15-06-2024 19:00,0,5.21,11.24,0,3.65,10.08,0,7.08,13.6,0,8.11,13.3,0,4.12,8.99,0,9.83,15.61,0,9.28,14.44,0,9.93,14.38,0,12.38,18.52,0,9.41,15.27,0,10.08,15.2,0,5.25,10.9,0,6.86,12.38,0,0,0
15-06-2024 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-06-2024 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-06-2024 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-06-2024 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-06-2024 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-06-2024 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.3,0,0.05,0.25,0,0,0,0,0.03,0.23,0.48,0.14,0.66,0,0,0
16-06-2024 02:00,0,0,0,0,0,0,0,0.01,0.22,0,0,0,0,0,0,0,0,0,0,0.5,0.84,0,0,0,0.24,1.26,2.18,0.06,1.86,2.66,0,0.73,1.53,0.82,1.46,1.88,1.43,2.34,4.13,0,0,0
16-06-2024 03:00,0,0.05,0.24,0,0,0,0,0.01,0.27,0,0,0,0,0,0.05,0,0.01,0.25,0,0.01,0.14,0,0,0.06,0,0.07,0.36,0,0,0.06,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0
16-06-2024 04:00,0.49,0.03,0.43,0.25,0.06,0.32,0.43,0.12,0.59,0.07,0,0.07,0,0.01,0.15,0,0.01,0.12,0,0.03,0.19,0,0,0.06,0,0.01,0.18,0,0.14,0.43,0,0,0,0,0.01,0.12,0,0,0.06,0,0,0
16-06-2024 05:00,0.43,0.19,0.31,0.19,0.09,0.25,0.22,0.02,0.16,0.33,0.04,0.2,0.26,0.02,0.15,0.37,0.1,0.37,0.23,0.01,0.19,0.25,0.02,0.19,0.24,0.02,0.18,0.31,0.02,0.12,0.06,0,0.06,0.41,0.04,0.23,0.3,0,0.12,0,0,0
16-06-2024 06:00,22.12,15.88,21.38,21.61,17.95,22.43,20.13,13.61,17.97,19.17,10.5,15.5,13.38,9.17,11.11,17.58,9.24,14.56,15.42,8.29,12.95,13.81,6.56,10.37,13.74,7.4,10.71,14.47,8.3,12.31,10.72,6.89,8.82,11.61,9.36,11.19,11.12,8,9.33,0,0,0
16-06-2024 07:00,50.52,49.59,54.25,53.88,53.71,57.98,54.13,47.08,57.47,51.71,39.73,51.85,43.5,34.24,43.4,55.27,35.02,47.99,52.58,31.86,46.22,48.62,24.16,34.3,53.09,25.29,37.11,55.35,30.9,46.44,47.91,20.19,29.84,51.28,39.06,58.67,49.15,30.42,49.98,0,0,0
16-06-2024 08:00,229.53,220.18,251.52,255.72,247.46,285.15,252.06,234.53,263.23,253.21,231.49,282.74,195.29,191.6,218.23,251.99,217.86,280.92,239.23,210.28,269.51,217.32,167.53,233.48,233.41,189,254.11,243.52,217.94,277.72,224.07,176.26,222.54,237.38,246.22,293.52,227.68,232.15,267.38,0,0,0
16-06-2024 09:00,422.03,392.25,412.13,475.21,438.6,467.52,465.49,423.45,440.39,456.65,435.42,457.52,351.42,320.3,351.47,440.31,410.07,450.92,431.35,384.98,427.89,402.57,353.72,391.5,364.64,360.16,392.55,397.07,376.55,417.91,272.41,265.79,325.35,288.78,276.8,302.67,303.61,294.49,335.24,0,0,0
16-06-2024 10:00,598.28,541.03,572.93,670.56,616.46,668.61,650.8,591.84,601.04,670.98,601.11,614.73,494.01,465.19,479.55,602.98,586.44,608.22,621.74,568,589.69,570.82,500.92,537.99,585.04,530.41,574.93,610.17,560.03,581.85,420.08,491.06,562.9,443.45,549.4,590.98,540.79,546.4,571.89,0,0,0
16-06-2024 11:00,711.37,707.56,724.44,768.37,765.13,781.28,754.46,760.61,776.26,751.09,745.98,775.54,601.27,596.29,603.9,747.33,735.36,765.59,745.78,716.44,749.7,687.03,652.16,694.22,743.99,689.74,730.68,731.19,716.16,745.91,712.77,663.61,705.05,748.76,731.92,757.32,710.3,664.49,701.99,0,0,0
16-06-2024 12:00,722.24,751.32,766.35,757.72,790.27,809.58,776.69,794.09,816.9,741.93,771.95,790.84,587.01,604.78,620.75,734.25,768.29,789.33,717.08,744.87,761.95,684.29,705.16,725.08,752.95,761.13,775.77,746.53,766.22,786.16,729.56,721.26,742.43,774.02,767.33,786.56,725.54,716.53,730.75,0,0,0
16-06-2024 13:00,735.07,754.66,778.51,774.86,787.05,824.14,803.3,825.37,840.05,752.09,783.27,796.45,584.63,627.71,648.54,745.97,785.68,804.57,704.51,761.87,777.65,654.57,705.27,722.6,726.2,777.59,794.17,724.2,786.34,809.17,712.4,709.42,734.71,769.74,771.71,796.76,695.89,717.2,738.1,0,0,0
16-06-2024 14:00,704.16,723.41,740.93,754.31,775.34,789.67,787.05,791.25,818.24,700.44,702.58,737.93,578.07,582.54,597.86,729.75,714.27,750.84,701.43,688.24,724.61,649.67,631.81,663.67,738.61,706.63,744.18,727.23,711.72,751.1,660.2,630.64,662.65,715.88,666.66,709.61,657.56,647.29,681.66,0,0,0
16-06-2024 15:00,231.36,226.44,265.63,254.71,242.14,254.27,261.94,268.17,336.35,219.34,237.47,282.41,185.16,203.1,275.22,237.43,282.32,337.48,229.79,290.06,350.88,204.34,267.28,316.4,247.45,344.05,421.24,240.93,319.86,385.2,239.82,372.3,489.31,256.54,320.95,439.23,241.67,326.15,470.78,0,0,0
16-06-2024 16:00,384.76,294.86,377.19,430.97,348.9,431.16,434.94,296.13,392.2,264.3,220.93,241.52,301.41,212.52,272.01,393.68,241.26,284.56,361.63,229.12,263.9,316.09,192.79,214.14,386.19,222.42,248.66,381.18,233.67,264.86,235.47,188.08,198.89,251.85,221.86,264.1,302.59,212.15,238.02,0,0,0
16-06-2024 17:00,120.6,128.53,132.02,133.34,141.03,146.77,134.04,145.63,148.72,117.85,128.22,131.68,99.87,107.48,110.2,126.89,138.19,141.14,123.05,133.59,137.72,108.31,118.87,126.26,128.99,142.46,155.2,128.75,140.1,144.89,113.05,124.27,129.1,121.03,129.22,132.81,119.04,128.26,130.76,0,0,0
16-06-2024 18:00,50.83,92.58,136.3,56.9,88.45,135.3,57.85,119.95,178.35,47.57,102.74,118.72,41.85,77.68,103.59,53.05,123.64,138.79,51.41,114.05,124.5,43.85,102.33,107.55,54.96,134.02,140.13,54.05,124.03,135.24,46.44,117.56,122.3,50.23,92.49,127.07,49.57,107.24,132.49,0,0,0
16-06-2024 19:00,0,3.03,5.56,0,1.88,4.73,0,3.94,6.69,0,4.07,7.62,0,1.88,3.98,0,5,9.01,0,4.61,8.37,0,4.96,8.78,0,6.29,11.38,0,4.37,8.66,0,4.65,9.25,0,2.64,5.16,0,2.78,5.74,0,0,0
16-06-2024 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-06-2024 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0
16-06-2024 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-06-2024 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.06,0,0,0
17-06-2024 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.25,0,0,0.06,0,0,0.06,0,0,0,0,0.02,0.35,0,0,0,0,0,0
17-06-2024 01:00,0,0,0,0,0,0,0,0.3,1.19,0,0,0,0,0,0.15,0.06,0,0,0.56,0.11,0.37,0,0,0,0,0,0.12,0,0,0,0,0.03,0.25,0,0.08,0.29,0,0.07,0.3,0,0,0
17-06-2024 02:00,0.12,0.12,0.31,0,0,0,0,0,0.16,0,0.02,0.2,0,0,0.05,0,0.02,0.12,0,0.02,0.14,0.06,0.01,0.13,0,0,0.12,0,0,0.12,0,0.02,0.18,0,0.05,0.23,0,0.01,0.12,0,0,0
17-06-2024 03:00,0.18,0.15,0.37,0,0,0,0.11,0.09,0.32,0.13,0.07,0.27,0.15,0.15,0.36,0.12,0.14,0.56,0,0.39,0.84,0,0,0.06,0,0.09,0.36,0,0.01,0.12,0,0,0,0.18,0.39,0.88,0.06,0.22,0.54,0,0,0
17-06-2024 04:00,0.12,0.16,0.31,0,0,0.13,0.11,0.04,0.22,0.13,0.07,0.2,0.05,0.05,0.21,0.19,0.12,0.31,0.05,0.09,0.33,0.13,0.06,0.19,0.12,0.06,0.18,0,0.04,0.19,0,0.03,0.18,0.06,0.05,0.18,0,0.03,0.18,0,0,0
17-06-2024 05:00,0.12,0.13,0.31,0,0,0.13,0.05,0.03,0.16,0.13,0.04,0.2,0.05,0.01,0.1,0,0.05,0.25,0,0,0.09,0.06,0.04,0.25,0.06,0,0.12,0,0.01,0.12,0,0,0.12,0.12,0.03,0.18,0.06,0.01,0.12,0,0,0
17-06-2024 06:00,11.12,6.76,10.69,12.29,4.1,5.92,11.01,5.71,8.31,11.76,5.05,6.48,10.69,4.82,7.44,13.14,5.25,6.72,13.51,4.99,5.98,12.47,4.05,5.79,14.22,4.51,6.96,14.47,5.25,7.11,11.64,3.88,5.7,12.48,6.28,9.08,12.5,5.51,7.06,0,0,0
17-06-2024 07:00,22.67,20.69,28.53,26.09,28.81,34.34,24.39,24.04,32.7,24.85,25.71,31.74,25.88,22.02,24.02,31.03,27.61,30.35,33.55,28.01,29.35,31.05,24.96,27.36,39.59,27.91,31.23,38.46,29.76,31.91,44.18,23.19,28.55,46.19,31.67,38.45,43.11,28.56,32.7,0,0,0
17-06-2024 08:00,188.96,135.05,176.74,212.68,103.15,132.21,199.93,140.73,185.36,211.32,126.39,158.01,182.89,138.57,169.87,230.27,142.73,181.42,226.56,148.28,185.35,208.35,123.37,157.31,234.08,145.1,183.53,238.51,159,198.01,238.29,156.72,195.58,249.45,199.57,234.39,235.57,177.79,213.33,0,0,0
17-06-2024 09:00,265.2,470.69,623.51,276.33,295.53,368.33,261.51,499.49,687.22,261.36,435.98,723.89,248.87,354.96,521.65,305.78,397.64,694.89,331.44,359.04,625.72,297.31,270.67,353.31,338.67,289.6,366.28,380.44,343.04,610.85,300.9,279.69,438.64,318.49,355.81,558.04,314.91,344.53,552.99,0,0,0
17-06-2024 10:00,518.37,477.52,607.63,552.22,386.45,537.66,514.27,463,580.37,492.93,446.75,605.37,322.9,285.51,335.25,425.08,365.06,403.98,388.03,327.82,352.89,350.7,289.94,319.71,384.74,321.96,342.12,384.95,330.77,350.32,385.15,299.34,321.06,413.68,345.45,367.73,380.68,320.57,352.58,0,0,0
17-06-2024 11:00,382.56,609.62,853.9,405.51,857.34,896.92,407.91,699.61,891.47,391.85,794.06,897.27,354.37,616.16,715.29,437.23,854.89,899.26,491.5,836.48,872.75,441.58,763.97,798.26,823.96,798.88,821.72,522.3,831.61,871.63,845.79,771.23,805.35,896.69,828.98,867.09,821.27,763.86,788.68,0,0,0
17-06-2024 12:00,813.88,727.68,862.75,863.33,553.34,765.15,907.23,680.33,938.74,853.04,589.25,891.32,718.39,425.85,639.19,894.51,494.28,696,883.41,447.97,582.44,832.82,383.03,434.7,871.96,423.6,454.29,877.38,458.13,722.9,429.7,403.88,450.84,456.46,441.1,478.21,471.8,406.58,468.33,0,0,0
17-06-2024 13:00,746.62,751.6,802.27,794.33,807.37,871.78,853.7,800.87,872.96,768.52,762.13,827.12,649.58,559.7,663.94,824.74,741.32,841.71,755.22,653.35,807.23,708.34,649.3,788.02,579.04,659.6,868.2,538.25,645.48,839.35,474,617.83,802.9,512.85,589.91,815.22,494.7,603.91,769.37,0,0,0
17-06-2024 14:00,670.98,661.62,687.11,715.37,733.39,760.43,725.54,725.79,763.47,647.2,673.7,702.52,548.98,538.22,585.61,686.01,709.73,739.62,674.18,678.28,710.77,625.93,640.52,681.11,709.73,715.99,762.7,701.51,702.66,728.9,622.52,611.82,692.92,667.99,634.58,709.49,638.25,605.29,666.41,0,0,0
17-06-2024 15:00,488.01,547.41,572.99,531.42,585.46,634.33,552.58,611.25,638.33,453.91,525.02,566.49,421.58,451.55,475.88,526.86,583.14,629.2,530.57,561.32,618.05,473.97,520.11,561.92,571.78,595.24,632.8,560.2,569.24,622.97,485.88,486.93,517.44,523.28,525.51,546.08,507.25,508.84,534.94,0,0,0
17-06-2024 16:00,351.41,372.36,393.74,394.74,456.01,487.94,408.88,435.49,456.69,238.45,262.09,282.01,287,311,339.43,369.87,419.32,440.31,353.26,404.81,427.38,304.31,359.3,375.78,359.5,439.1,465.31,363.37,428.27,454.21,317.45,313,379.09,340.18,319.55,371.13,337.87,357.99,402.38,0,0,0
17-06-2024 17:00,186.64,209.21,237.96,214.64,277.72,307.77,223.3,240.87,275.7,138.37,170.14,178.32,152.05,174.14,201.13,180.8,240.02,268.4,163.43,200.87,216.75,136.82,176.12,184.1,228.02,264.7,289.52,214.64,247.41,275.68,184.98,202.49,236.51,193.18,187.6,216.16,198.98,208.77,259.43,0,0,0
17-06-2024 18:00,26.88,44.55,58.16,27.79,78.22,103.92,27.79,54.47,69.18,22.85,53.17,68.35,20.82,41.98,55.54,26.03,64.68,82.54,25.89,66.95,84.77,20.94,63.29,82.73,27.54,88.72,113.56,27.02,76.77,96.28,23.83,80.02,94.6,26.26,59.03,78.95,26.61,73.76,98.95,0,0,0
17-06-2024 19:00,1.16,4.71,5.8,0.82,5.98,7.44,0.97,4.85,5.67,0.6,4.43,5.55,0.46,3.08,3.62,0.68,4.44,5.55,0.56,4.49,5.61,0,3.95,4.52,0.42,4.72,5.87,0,4.32,5.07,0.12,4.22,5.51,0.7,3.6,4.69,0.42,3.63,5.62,0,0,0
17-06-2024 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-06-2024 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-06-2024 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-06-2024 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-06-2024 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-06-2024 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0
18-06-2024 02:00,0,0,0.06,0,0,0.06,0,0,0,0,0.08,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-06-2024 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0.12,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-06-2024 04:00,0.06,0.08,0.31,0,0,0,0,0.01,0.16,0,0.03,0.2,0,0.01,0.1,0,0.06,0.25,0,0.03,0.14,0.06,0.04,0.19,0,0.03,0.18,0,0.01,0.19,0,0,0.06,0.06,0.06,0.23,0,0.01,0.12,0,0,0
18-06-2024 05:00,0.18,0.16,0.31,0,0,0.06,0.16,0.03,0.16,0.13,0.05,0.27,0.05,0.02,0.15,0.12,0.07,0.25,0.19,0.03,0.23,0.13,0.04,0.19,0.06,0.02,0.18,0.06,0.01,0.12,0,0,0.06,0.06,0.06,0.18,0.06,0.01,0.18,0,0,0
18-06-2024 06:00,7.94,5.88,7.76,8.19,7.12,8.44,8.04,6.05,8.31,7.75,4.49,7.42,6.3,5.56,7.03,7.9,5.22,8.08,7.62,5.33,8.41,7,3.91,6.36,7.51,4.75,7.51,7.85,5.64,9.4,6.19,6.48,8.88,6.62,9.68,12.25,6.7,8.26,11.84,0,0,0
18-06-2024 07:00,20.1,18.78,20.47,21.87,20.16,21.8,22.12,17.23,18.73,19.91,16.34,18.64,19.94,14.48,17.1,24.06,16.07,18.07,24.86,15.29,17.9,23.16,12.44,15.4,25.97,13.75,17.86,26.22,15.52,19.17,21.87,10.42,14.64,23.33,16.29,22.45,24.1,14.75,19.07,0,0,0
18-06-2024 08:00,145.95,77.56,121.27,148.91,92.38,148.15,138.09,66.13,99.99,134.22,52.93,70.28,99.51,52.94,78.06,129.85,53.05,72.91,115.95,50.75,68.14,105.7,39.14,61.09,104.48,42.9,64.47,110.51,51.17,68.64,74.02,31.36,40.38,79.42,45.48,66.82,82.93,39.08,53.03,0,0,0
18-06-2024 09:00,88.16,80.89,94.33,91.44,86.54,98.94,88.93,75.05,95.84,79.5,62.79,74.29,63.6,52.23,64.27,81.67,58.81,67.05,76.27,52.74,60.85,70,45.07,55.17,78.87,47.74,58.17,79.53,52.22,62.58,63.35,36.7,41.11,68.52,43.53,56.68,69.77,43.56,51.96,0,0,0
18-06-2024 10:00,296.06,260.67,290.19,316.66,282.08,327.25,284.76,263.01,293.99,281.14,249.97,255.89,222.31,211.46,222.78,292.52,259.29,269.81,266.29,253.6,278.77,244.3,229.65,246.15,262.46,249.1,270.46,269.43,260.39,278.83,213.53,188.17,202.01,228.7,217.9,233.39,227.56,218.43,231.8,0,0,0
18-06-2024 11:00,542.63,328.3,381.28,497.71,640.86,872.53,512.43,658.87,849.22,478.16,616.33,797.99,426.08,469.1,623.64,525.32,599.69,748.87,487.95,502.25,674.27,449.4,485.02,655.78,469.73,544.27,734.61,481.79,508.65,644.86,390.12,449.66,546.73,418.48,452.04,534.18,408.3,438.09,676.34,0,0,0
18-06-2024 12:00,277.91,325.7,341.63,311.24,362.12,384.91,328.37,376.82,405.75,282.28,321.25,349.29,226.44,274.71,287.93,289.62,339.01,356.36,280.4,335.51,350.46,252.38,303.8,320.79,304.17,358.83,388.25,293.92,354.96,372.4,456.78,378.13,444.83,539.93,473.46,571.46,369.98,398.92,456.85,0,0,0
18-06-2024 13:00,314.14,345.96,363.93,328.95,365.45,382.32,328.53,385.99,407.8,299.11,344.55,376.01,244.22,271.78,324.4,313.12,333.13,355.19,295.4,300.22,322.84,267.21,255.65,285.16,291.46,280.08,305.75,299.8,296.86,319.83,232.83,239.89,250.36,249.27,256.61,263.75,251.06,253.76,261.94,0,0,0
18-06-2024 14:00,412.25,377.63,424.41,438.72,415.73,469.54,427.28,395.62,460.04,383.23,334.7,369.53,321.92,267.54,289.99,399.11,324.38,361.11,424.3,296.64,324.24,367.76,252.9,291.01,545.03,280.67,325.96,433.49,297.65,328,591.39,251,373.45,623.45,379.46,595.61,458.76,302.89,507.19,0,0,0
18-06-2024 15:00,467.67,363.95,489.05,510.88,413.32,527.52,449.68,377.49,505.96,454.31,355.97,509.63,348.84,268.66,351.89,465.91,397.8,558.75,381.81,407.81,545.66,335.11,422.76,554.85,432.62,484.28,627.47,386,430.45,547.16,423.26,416.21,499.85,441.46,368.05,534.48,455.83,360.71,507.67,0,0,0
18-06-2024 16:00,134.71,135.52,160.98,148.28,144.79,154.83,153.42,155.14,199.18,145.78,155.26,206.65,130.25,124.01,173.23,160.38,179.74,278.57,161.75,181.28,335.08,147.13,206.99,346.57,163.98,236.69,414.1,167.96,199.19,376.85,133.45,191.82,260.77,143.66,165.7,191.72,144.03,166.27,200.59,0,0,0
18-06-2024 17:00,36.9,89.67,104.96,40.84,87.75,111.79,43.06,103.08,111.92,34.54,92.67,96.01,32.24,72.55,78.22,40.47,98.69,104.62,40.99,87.68,90.29,35.51,74.33,81.14,47.46,80.6,90.01,45.27,89.37,92.76,54.53,55.97,64.34,59.02,63.7,69.57,52.38,66.11,71.87,0,0,0
18-06-2024 18:00,20.65,21.11,29.32,23.57,21.23,28.67,25.09,23.81,32.7,22.25,26.72,34.21,22.01,18.14,24.39,26.71,27.39,36.7,28.04,29.1,37.43,24.95,28.3,33.47,30.39,33.98,40.07,29.37,31.51,39.52,32.47,36.85,42.09,34.82,34.24,38.51,31.69,31.84,40.12,0,0,0
18-06-2024 19:00,1.16,6.23,12.4,1.01,4.58,9.83,1.67,8.66,16.14,1.34,10.01,15.83,1.19,5.38,10.95,1.67,11.58,18.38,1.68,10.95,17.95,0.83,12.79,18.9,1.57,14.38,20.94,1.36,11.32,18.37,1.53,12.6,18.87,1.52,6.28,12.95,1.38,8.3,15.07,0,0,0
18-06-2024 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.23,0.7,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.06,0,0,0,0,0,0
18-06-2024 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.19,0,0.09,0.33,0,0,0.13,0,0,0,0,0,0.06,0.31,0,0.06,0.12,0,0.06,0,0,0,0,0,0
18-06-2024 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.21,0,0,0,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-06-2024 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.43,0,0.11,0.61,0,0.01,0.19,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
19-06-2024 00:00,0.24,0.14,0.49,0.25,0.02,0.32,0,0.31,0.65,0,0.01,0.2,0,0.26,0.62,0,0.17,0.49,0,0.75,1.59,0,0.02,0.19,0.06,0.22,0.73,0,0.06,0.31,0,0,0.12,0,0.12,0.64,0.18,0.1,0.66,0,0,0
19-06-2024 01:00,0.06,0.05,0.18,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.06,0,0,0,0.06,0,0.13,0,0.02,0.18,0,0,0.06,0,0,0.12,0,0,0.12,0,0,0.06,0,0,0
19-06-2024 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-06-2024 03:00,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.09,0,0,0.13,0,0,0.12,0,0,0.12,0,0,0,0,0,0.06,0,0,0,0,0,0
19-06-2024 04:00,0.06,0.02,0.18,0,0,0,0,0.02,0.22,0,0.01,0.13,0,0,0.05,0,0,0.12,0,0,0.05,0,0,0.13,0,0,0.06,0,0,0.06,0,0,0.06,0.06,0,0.18,0,0,0.06,0,0,0
19-06-2024 05:00,0.31,0.01,0.31,0.13,0,0,0.22,0,0,0.27,0,0,0.21,0,0.05,0.19,0,0,0.19,0,0,0.13,0,0,0.18,0,0,0.06,0,0,0.06,0,0,0.12,0.02,0.29,0.18,0,0.06,0,0,0
